id,Y
0,-0.8748862757102671
1,-0.033422111413889184
2,0.9969089180628374
3,0.06686041168011891
4,-0.8748862757102671
5,0.15997700004351353
6,-0.5795189559370119
7,1.4880295584167107
8,-0.3789565756636295
9,-1.069879991373925
10,-0.033422111413889184
11,0.9280659399776099
12,0.9969089180628374
13,0.34338518017696174
14,-0.5204582477216405
15,-0.535890672110156
16,-0.813188291143002
17,-0.23904500412485477
18,-0.5204582477216405
19,0.34338518017696174
20,-0.23904500412485477
21,0.35957754750140447
22,2.5734025374327794
23,0.16840030596581343
24,-0.813188291143002
25,-0.23904500412485477
26,-0.4058982173442273
27,0.4276498917250153
28,-0.8748862757102671
29,2.5734025374327794
30,1.0147715448476964
31,-0.2605119192507553
32,-0.23904500412485477
33,0.15997700004351353
34,-1.069879991373925
35,0.9969089180628374
36,0.4276498917250153
37,0.34338518017696174
38,0.9665484366581538
39,0.48958681871768134
40,0.2225974125791143
41,0.9280659399776099
42,0.44669760382305845
43,-0.5795189559370119
44,-0.5433543537235108
45,0.6759009039534397
46,2.0008041941723347
47,2.0008041941723347
48,-0.22994351811315328
49,0.3911459727231908
50,-1.069879991373925
51,-0.23904500412485477
52,0.7277272109899424
53,-0.8748862757102671
54,-0.22994351811315328
55,0.2225974125791143
56,-0.23904500412485477
57,0.44669760382305845
58,0.9665484366581538
59,0.2225974125791143
60,0.9020683381352946
61,-0.033422111413889184
62,-0.033422111413889184
63,-0.2605119192507553
64,0.44669760382305845
65,-0.31589228297682004
66,-0.31589228297682004
67,0.9969089180628374
68,0.6759009039534397
69,-0.31589228297682004
70,-0.033422111413889184
71,0.4276498917250153
72,-0.5204582477216405
73,-1.0580389455087784
74,0.10597392782738002
75,-0.5204582477216405
76,0.15997700004351353
77,0.9969089180628374
78,-0.033422111413889184
79,-0.5204582477216405
80,1.0147715448476964
81,0.35957754750140447
82,0.2225974125791143
83,-0.813188291143002
84,0.4276498917250153
85,-1.0580389455087784
86,0.9969089180628374
87,-0.033422111413889184
88,0.15997700004351353
89,0.9969089180628374
90,-1.7463892567353594
91,0.16840030596581343
92,-0.3789565756636295
93,-0.033422111413889184
94,-0.31589228297682004
95,0.44669760382305845
96,0.15997700004351353
97,0.25803254394929714
98,0.15997700004351353
99,-0.7238095891752885
100,-0.3789565756636295
101,0.35957754750140447
102,-0.2605119192507553
103,0.6759009039534397
104,1.8642819039968117
105,0.6759009039534397
106,0.2225974125791143
107,-0.033422111413889184
108,-0.5204582477216405
109,-0.3956956701095978
110,-0.23904500412485477
111,-0.7596715427050107
112,0.2225974125791143
113,0.06686041168011891
114,-0.7238095891752885
115,0.16840030596581343
116,0.10597392782738002
117,0.35957754750140447
118,0.6759009039534397
119,0.2225974125791143
120,-1.22006148666767
121,-0.033422111413889184
122,-1.7463892567353594
123,0.35957754750140447
124,1.131965735822282
125,-0.033422111413889184
126,-1.069879991373925
127,1.0147715448476964
128,-1.0107986383275103
129,-0.2605119192507553
130,0.15997700004351353
131,0.44669760382305845
132,0.2225974125791143
133,-0.23904500412485477
134,0.35957754750140447
135,-1.8920692645219501
136,0.15997700004351353
137,0.330725692996033
138,-0.5204582477216405
139,0.34549509470711637
140,0.34338518017696174
141,-0.3412820848582401
142,0.6684526787894634
143,1.4880295584167107
144,-1.0107986383275103
145,0.2225974125791143
146,0.4276498917250153
147,0.15997700004351353
148,0.44669760382305845
149,-0.33389738400269847
150,-2.0471479824883203
151,-0.813188291143002
152,-0.23904500412485477
153,0.15997700004351353
154,-0.5204582477216405
155,1.0147715448476964
156,0.6759009039534397
157,0.34338518017696174
158,-0.3956956701095978
159,0.5374973169511943
160,0.2225974125791143
161,0.35957754750140447
162,-1.2717543926564652
163,0.6759009039534397
